'Sun',1.0,-3.402962055191472E-04,4.973801475460748E-03,-6.230136454608636E-05,-6.477668621023070E-06,-1.292580409219799E-07,1.154585032962209E-07, 695000, #FFFF00
'Mercury',1.6601367952719304e-07,3.704735169720974E-02,-4.529211095852149E-01,-4.090255306376755E-02,2.239183874467135E-02,3.736008439029809E-03,-1.750026916388115E-03, 2440, #D2B48C
'Venus',2.447838938855945e-06,4.272157290820016E-01,-5.835752726996720E-01,-3.279422047835795E-02,1.622328987696207E-02, 1.181629954076840E-02,-7.748242818668279E-04, 6052, #EEE8AA
'Earth',3.0034895963231186e-06,-9.948486972722731E-01,4.564231864395614E-02,-6.099525188647536E-05,-9.901408163678924E-04,-1.725450198017297E-02,4.346241632445323E-07, 6378, #87CEFA
'Mars',3.2271514450538743e-07,-1.093539305796724E+00, 1.240381444357973E+00,5.266905384900308E-02,-9.958470942542191E-03,-8.082316351751016E-03,7.520708651107539E-05, 3397, #D2691E
'Jupiter',0.1,7.199075962861715E-01,-5.164765414047316E+00,5.281301305052329E-03,7.380707839356994E-03,1.399344086177555E-03,-1.710023430451413E-04, 71492, #FFA500
'Saturn',0.0002858859806661029,-8.469664737705321E+00, 3.804527121928150E+00,2.708474727487031E-01,-2.583089539225567E-03,-5.101976771205786E-03,1.915567842416982E-04, 60268, #EEE8AA
'Uranus',4.3662440433515637e-05,1.970001443062262E+01,-3.956376098536538E+00,-2.699288868040702E-01,7.457402740600397E-04,3.672797797089092E-03,3.988780204062304E-06, 25559, #B0E0E6
'Neptune',5.151389020535497e-05,2.361441531200179E+01,-1.856288724958460E+01,-1.619425696998957E-01,1.919278314221217E-03,2.486348363416270E-03,-9.543324154983418E-05, 24746, #1E90FF
